nose_x,nose_y,neck_x,neck_y,Rshoulder_x,Rshoulder_y,Relbow_x,Relbow_y,Rwrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,class
0.22,0.46,0.22,0.52,0.18,0.52,0.17,0.63,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.46,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.22,0.52,0.18,0.52,0.17,0.63,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.46,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.22,0.52,0.18,0.52,0.17,0.63,0.18,0.67,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.46,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.22,0.52,0.18,0.52,0.17,0.63,0.18,0.67,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.46,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.22,0.52,0.18,0.52,0.17,0.63,0.18,0.67,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.46,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.22,0.52,0.18,0.52,0.17,0.63,0.18,0.67,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.46,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.22,0.52,0.18,0.52,0.17,0.63,0.18,0.67,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.46,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.22,0.52,0.18,0.52,0.17,0.63,0.18,0.67,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.46,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.22,0.52,0.18,0.52,0.17,0.63,0.18,0.67,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.46,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.22,0.52,0.18,0.52,0.17,0.61,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.46,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.22,0.52,0.18,0.52,0.17,0.63,0.18,0.67,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.46,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.22,0.52,0.18,0.54,0.17,0.63,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.46,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.22,0.52,0.18,0.52,0.17,0.63,0.18,0.67,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.46,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.22,0.52,0.18,0.54,0.17,0.63,0.18,0.67,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.46,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.22,0.52,0.18,0.54,0.17,0.63,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.46,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.22,0.52,0.18,0.52,0.17,0.63,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.46,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.22,0.52,0.18,0.54,0.17,0.63,0.18,0.67,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.46,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.22,0.52,0.18,0.54,0.17,0.63,0.18,0.67,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.46,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.22,0.52,0.18,0.54,0.17,0.63,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.46,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.22,0.52,0.18,0.54,0.17,0.63,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.46,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.22,0.52,0.18,0.54,0.17,0.63,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.46,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.22,0.52,0.18,0.54,0.17,0.63,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.44,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.22,0.52,0.18,0.54,0.17,0.63,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.7,0.21,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.46,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.22,0.52,0.18,0.54,0.17,0.63,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.7,0.21,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.44,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.22,0.52,0.18,0.54,0.17,0.63,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.44,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.22,0.52,0.18,0.54,0.17,0.63,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.44,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.22,0.52,0.18,0.54,0.17,0.63,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.46,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.22,0.52,0.18,0.54,0.17,0.63,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.44,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.21,0.52,0.18,0.54,0.17,0.63,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.44,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.21,0.52,0.18,0.54,0.17,0.63,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.44,0.2,0.46,0.23,0.46,stand
0.22,0.46,0.21,0.52,0.18,0.54,0.17,0.63,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.44,0.2,0.46,0.23,0.46,stand
0.21,0.46,0.21,0.52,0.18,0.54,0.17,0.63,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.44,0.2,0.46,0.23,0.46,stand
0.21,0.46,0.21,0.52,0.18,0.54,0.17,0.63,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.44,0.2,0.46,0.23,0.46,stand
0.21,0.46,0.21,0.52,0.18,0.54,0.17,0.63,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.46,0.22,0.44,0.2,0.46,0.23,0.46,stand
0.21,0.46,0.21,0.52,0.18,0.54,0.17,0.63,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.44,0.22,0.44,0.2,0.46,0.23,0.46,stand
0.21,0.46,0.21,0.52,0.18,0.54,0.17,0.63,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.44,0.22,0.44,0.2,0.46,0.23,0.46,stand
0.21,0.46,0.21,0.52,0.17,0.54,0.17,0.63,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.67,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.44,0.22,0.44,0.2,0.46,0.23,0.46,stand
0.21,0.46,0.21,0.52,0.17,0.54,0.17,0.63,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.21,0.44,0.22,0.44,0.2,0.46,0.22,0.46,stand
0.21,0.46,0.21,0.52,0.17,0.54,0.17,0.63,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.24,0.7,0.24,0.83,0.24,0.94,0.2,0.44,0.21,0.44,0.2,0.46,0.22,0.46,stand
0.21,0.46,0.21,0.52,0.17,0.54,0.16,0.63,0.18,0.7,0.24,0.52,0.26,0.61,0.26,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.23,0.7,0.24,0.83,0.24,0.94,0.2,0.44,0.21,0.44,0.18,0.46,0.22,0.46,stand
0.21,0.46,0.21,0.52,0.17,0.54,0.16,0.63,0.18,0.7,0.23,0.52,0.26,0.61,0.24,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.23,0.7,0.24,0.83,0.24,0.94,0.2,0.44,0.21,0.44,0.18,0.46,0.22,0.46,stand
0.2,0.46,0.21,0.52,0.17,0.54,0.16,0.63,0.18,0.7,0.23,0.52,0.24,0.61,0.24,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.23,0.7,0.24,0.83,0.26,0.94,0.2,0.44,0.21,0.44,0.18,0.46,0.22,0.46,stand
0.2,0.46,0.2,0.52,0.17,0.54,0.16,0.63,0.18,0.7,0.23,0.52,0.24,0.61,0.24,0.7,0.2,0.7,0.2,0.83,0.2,0.96,0.23,0.7,0.24,0.83,0.26,0.94,0.2,0.44,0.21,0.44,0.18,0.46,0.22,0.46,stand
0.2,0.46,0.2,0.52,0.17,0.54,0.16,0.63,0.17,0.7,0.23,0.52,0.24,0.61,0.24,0.7,0.2,0.72,0.2,0.85,0.2,0.96,0.23,0.7,0.24,0.83,0.26,0.94,0.2,0.44,0.21,0.44,0.18,0.46,0.22,0.46,stand
0.2,0.46,0.2,0.52,0.17,0.54,0.16,0.63,0.17,0.7,0.23,0.52,0.24,0.61,0.24,0.7,0.2,0.7,0.2,0.85,0.2,0.96,0.23,0.7,0.24,0.83,0.26,0.94,0.2,0.44,0.21,0.44,0.18,0.46,0.22,0.46,stand
0.2,0.46,0.2,0.52,0.17,0.54,0.16,0.63,0.17,0.7,0.23,0.52,0.24,0.61,0.24,0.7,0.18,0.7,0.2,0.83,0.2,0.96,0.23,0.7,0.24,0.83,0.26,0.94,0.2,0.44,0.21,0.44,0.18,0.46,0.22,0.46,stand
0.2,0.46,0.2,0.52,0.17,0.54,0.16,0.63,0.17,0.7,0.23,0.52,0.24,0.61,0.24,0.7,0.18,0.7,0.2,0.83,0.2,0.96,0.23,0.7,0.24,0.83,0.26,0.94,0.2,0.44,0.21,0.44,0.18,0.46,0.22,0.46,stand
0.2,0.46,0.2,0.52,0.16,0.54,0.16,0.63,0.17,0.7,0.23,0.52,0.24,0.61,0.24,0.7,0.18,0.7,0.2,0.83,0.2,0.96,0.23,0.7,0.24,0.83,0.26,0.94,0.2,0.44,0.21,0.44,0.18,0.46,0.21,0.46,stand
0.2,0.46,0.2,0.52,0.16,0.54,0.16,0.63,0.17,0.7,0.23,0.52,0.24,0.61,0.24,0.7,0.18,0.72,0.2,0.83,0.2,0.96,0.23,0.7,0.24,0.83,0.26,0.94,0.2,0.44,0.2,0.44,0.18,0.46,0.21,0.46,stand
0.2,0.46,0.2,0.52,0.16,0.54,0.16,0.63,0.17,0.7,0.23,0.52,0.24,0.61,0.24,0.7,0.18,0.7,0.2,0.83,0.2,0.96,0.23,0.7,0.24,0.83,0.26,0.94,0.18,0.44,0.2,0.44,0.18,0.46,0.21,0.46,stand
0.2,0.46,0.2,0.52,0.16,0.54,0.16,0.63,0.17,0.7,0.23,0.52,0.24,0.61,0.24,0.7,0.18,0.72,0.18,0.83,0.2,0.96,0.23,0.7,0.24,0.83,0.26,0.94,0.18,0.44,0.2,0.44,0.17,0.46,0.21,0.46,stand
0.2,0.46,0.2,0.52,0.16,0.54,0.16,0.63,0.17,0.7,0.23,0.52,0.24,0.61,0.24,0.7,0.18,0.7,0.18,0.83,0.2,0.96,0.23,0.7,0.24,0.83,0.26,0.94,0.18,0.44,0.2,0.44,0.17,0.46,0.21,0.46,stand
0.18,0.46,0.2,0.52,0.16,0.54,0.15,0.63,0.17,0.7,0.22,0.52,0.24,0.61,0.24,0.7,0.18,0.7,0.18,0.83,0.2,0.96,0.23,0.7,0.24,0.83,0.26,0.94,0.18,0.44,0.2,0.44,0.17,0.46,0.21,0.46,stand
0.18,0.46,0.18,0.52,0.16,0.54,0.15,0.63,0.17,0.7,0.22,0.52,0.23,0.61,0.24,0.7,0.18,0.72,0.18,0.85,0.2,0.96,0.22,0.7,0.23,0.83,0.26,0.94,0.18,0.44,0.2,0.44,0.17,0.46,0.21,0.46,stand
0.18,0.46,0.18,0.52,0.16,0.54,0.15,0.63,0.17,0.7,0.22,0.52,0.23,0.61,0.24,0.7,0.18,0.72,0.18,0.85,0.2,0.96,0.22,0.7,0.23,0.83,0.24,0.94,0.18,0.46,0.2,0.44,0.17,0.46,0.21,0.46,stand
0.18,0.46,0.18,0.52,0.16,0.54,0.15,0.63,0.17,0.7,0.22,0.52,0.23,0.61,0.23,0.7,0.18,0.72,0.18,0.85,0.2,0.96,0.22,0.7,0.23,0.83,0.24,0.94,0.18,0.46,0.18,0.44,0.17,0.46,0.2,0.46,stand
0.18,0.46,0.18,0.52,0.16,0.54,0.15,0.63,0.16,0.7,0.22,0.52,0.23,0.61,0.23,0.7,0.18,0.72,0.18,0.85,0.2,0.96,0.22,0.7,0.23,0.83,0.24,0.94,0.18,0.46,0.2,0.44,0.17,0.46,0.2,0.46,stand
0.18,0.46,0.18,0.52,0.16,0.54,0.15,0.63,0.17,0.7,0.22,0.52,0.23,0.61,0.23,0.7,0.18,0.72,0.18,0.85,0.2,0.96,0.22,0.7,0.23,0.83,0.24,0.94,0.18,0.46,0.2,0.44,0.17,0.46,0.21,0.46,stand
0.2,0.46,0.2,0.52,0.16,0.54,0.15,0.63,0.17,0.7,0.22,0.52,0.23,0.61,0.24,0.7,0.18,0.7,0.18,0.85,0.2,0.96,0.23,0.7,0.24,0.83,0.26,0.94,0.18,0.46,0.2,0.44,0.17,0.46,0.21,0.46,stand
0.2,0.46,0.2,0.52,0.16,0.54,0.16,0.63,0.18,0.7,0.23,0.52,0.24,0.61,0.24,0.7,0.2,0.72,0.2,0.83,0.2,0.96,0.23,0.7,0.24,0.83,0.26,0.94,0.2,0.46,0.21,0.44,0.18,0.46,0.21,0.46,stand
0.37,0.48,0.37,0.52,0.34,0.52,0.33,0.61,0.34,0.65,0.39,0.52,0.4,0.59,0.4,0.65,0.35,0.67,0.35,0.78,0.34,0.87,0.39,0.65,0.39,0.78,0.39,0.87,0.35,0.46,0.37,0.46,0.35,0.48,0.38,0.46,stand
0.37,0.48,0.37,0.52,0.34,0.52,0.33,0.61,0.34,0.65,0.39,0.52,0.4,0.59,0.4,0.65,0.35,0.67,0.34,0.78,0.34,0.87,0.39,0.65,0.39,0.78,0.39,0.87,0.35,0.46,0.37,0.46,0.35,0.46,0.38,0.46,stand
0.37,0.46,0.37,0.52,0.34,0.52,0.33,0.61,0.34,0.65,0.39,0.52,0.4,0.59,0.4,0.65,0.35,0.67,0.34,0.78,0.34,0.87,0.39,0.67,0.39,0.78,0.39,0.87,0.35,0.46,0.37,0.46,0.35,0.46,0.38,0.46,stand
0.37,0.46,0.37,0.52,0.34,0.52,0.33,0.61,0.34,0.65,0.39,0.52,0.4,0.59,0.4,0.67,0.35,0.67,0.35,0.78,0.34,0.87,0.39,0.67,0.39,0.78,0.39,0.87,0.37,0.46,0.38,0.46,0.35,0.46,0.38,0.46,stand
0.38,0.46,0.38,0.52,0.34,0.52,0.34,0.61,0.34,0.65,0.4,0.52,0.42,0.59,0.42,0.65,0.35,0.67,0.35,0.78,0.34,0.87,0.39,0.67,0.39,0.78,0.39,0.87,0.37,0.46,0.38,0.46,0.37,0.46,0.39,0.46,stand
0.38,0.46,0.38,0.52,0.35,0.52,0.34,0.61,0.35,0.65,0.4,0.52,0.42,0.59,0.42,0.67,0.35,0.67,0.35,0.78,0.35,0.87,0.39,0.67,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.37,0.46,0.39,0.46,stand
0.38,0.46,0.38,0.52,0.35,0.52,0.34,0.59,0.34,0.65,0.4,0.52,0.4,0.61,0.42,0.67,0.35,0.65,0.35,0.78,0.35,0.87,0.39,0.65,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.37,0.46,0.39,0.46,stand
0.38,0.46,0.37,0.52,0.34,0.52,0.34,0.61,0.34,0.65,0.4,0.52,0.4,0.61,0.4,0.67,0.35,0.67,0.35,0.78,0.35,0.87,0.39,0.65,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.37,0.46,0.39,0.46,stand
0.37,0.46,0.37,0.52,0.34,0.52,0.34,0.61,0.34,0.65,0.4,0.52,0.4,0.61,0.4,0.65,0.35,0.67,0.35,0.78,0.35,0.87,0.39,0.67,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.35,0.46,0.39,0.46,stand
0.37,0.46,0.37,0.52,0.34,0.52,0.34,0.61,0.34,0.65,0.4,0.52,0.4,0.59,0.4,0.65,0.35,0.67,0.35,0.78,0.35,0.87,0.39,0.67,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.35,0.46,0.39,0.46,stand
0.37,0.46,0.37,0.52,0.34,0.52,0.34,0.61,0.34,0.65,0.4,0.52,0.4,0.59,0.4,0.65,0.35,0.67,0.35,0.78,0.35,0.87,0.39,0.67,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.35,0.46,0.39,0.46,stand
0.37,0.46,0.37,0.52,0.34,0.52,0.34,0.61,0.34,0.65,0.4,0.52,0.4,0.59,0.42,0.65,0.35,0.67,0.35,0.78,0.35,0.87,0.39,0.67,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.35,0.46,0.39,0.46,stand
0.37,0.46,0.37,0.52,0.34,0.52,0.34,0.61,0.34,0.65,0.4,0.52,0.4,0.59,0.42,0.65,0.35,0.67,0.35,0.78,0.35,0.87,0.39,0.67,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.35,0.46,0.39,0.46,stand
0.37,0.46,0.37,0.52,0.34,0.52,0.34,0.61,0.34,0.65,0.4,0.52,0.4,0.61,0.42,0.67,0.35,0.67,0.35,0.78,0.35,0.87,0.39,0.67,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.35,0.46,0.39,0.46,stand
0.37,0.46,0.37,0.52,0.34,0.52,0.34,0.61,0.34,0.65,0.4,0.52,0.4,0.59,0.42,0.65,0.35,0.67,0.35,0.78,0.35,0.87,0.39,0.67,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.35,0.46,0.39,0.46,stand
0.37,0.46,0.37,0.52,0.34,0.52,0.34,0.61,0.34,0.65,0.4,0.52,0.4,0.59,0.42,0.65,0.35,0.67,0.35,0.78,0.35,0.87,0.39,0.67,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.35,0.46,0.39,0.46,stand
0.37,0.46,0.37,0.52,0.34,0.52,0.34,0.61,0.34,0.65,0.4,0.52,0.4,0.59,0.42,0.65,0.35,0.67,0.35,0.78,0.35,0.87,0.39,0.65,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.35,0.46,0.39,0.46,stand
0.37,0.46,0.37,0.52,0.34,0.52,0.34,0.61,0.34,0.65,0.4,0.52,0.4,0.59,0.4,0.65,0.35,0.67,0.35,0.78,0.35,0.87,0.39,0.67,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.35,0.46,0.39,0.46,stand
0.37,0.46,0.37,0.52,0.34,0.52,0.34,0.61,0.34,0.65,0.4,0.52,0.4,0.59,0.42,0.65,0.35,0.67,0.35,0.78,0.35,0.87,0.39,0.65,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.35,0.46,0.39,0.46,stand
0.37,0.46,0.37,0.52,0.34,0.52,0.34,0.61,0.34,0.65,0.4,0.52,0.4,0.61,0.42,0.67,0.35,0.67,0.35,0.78,0.35,0.87,0.39,0.67,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.35,0.46,0.39,0.46,stand
0.37,0.46,0.37,0.52,0.34,0.52,0.34,0.61,0.34,0.65,0.4,0.52,0.4,0.59,0.4,0.65,0.35,0.67,0.35,0.78,0.35,0.87,0.39,0.67,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.35,0.46,0.39,0.46,stand
0.37,0.46,0.37,0.52,0.34,0.52,0.34,0.61,0.34,0.65,0.4,0.52,0.4,0.61,0.42,0.65,0.35,0.67,0.35,0.78,0.35,0.87,0.39,0.67,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.35,0.46,0.39,0.46,stand
0.37,0.46,0.37,0.52,0.34,0.52,0.34,0.61,0.34,0.65,0.4,0.52,0.4,0.61,0.4,0.65,0.35,0.67,0.35,0.78,0.35,0.87,0.39,0.67,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.35,0.46,0.39,0.46,stand
0.37,0.46,0.37,0.52,0.34,0.52,0.34,0.61,0.34,0.65,0.4,0.52,0.4,0.61,0.4,0.65,0.35,0.67,0.35,0.78,0.35,0.87,0.39,0.67,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.35,0.46,0.39,0.46,stand
0.37,0.46,0.37,0.52,0.34,0.52,0.34,0.61,0.34,0.67,0.4,0.52,0.4,0.61,0.42,0.67,0.35,0.67,0.35,0.78,0.35,0.87,0.39,0.65,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.35,0.46,0.39,0.46,stand
0.37,0.46,0.37,0.52,0.34,0.52,0.34,0.61,0.34,0.65,0.4,0.52,0.4,0.61,0.4,0.65,0.35,0.67,0.35,0.78,0.35,0.87,0.39,0.67,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.35,0.46,0.38,0.46,stand
0.37,0.46,0.37,0.52,0.34,0.52,0.34,0.61,0.34,0.65,0.4,0.52,0.4,0.61,0.4,0.65,0.35,0.67,0.35,0.78,0.35,0.87,0.39,0.67,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.35,0.46,0.38,0.46,stand
0.37,0.46,0.37,0.52,0.34,0.52,0.34,0.61,0.34,0.65,0.4,0.52,0.4,0.59,0.4,0.65,0.35,0.67,0.35,0.78,0.35,0.87,0.39,0.67,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.35,0.46,0.38,0.46,stand
0.37,0.46,0.37,0.52,0.34,0.52,0.34,0.61,0.34,0.65,0.4,0.52,0.4,0.59,0.4,0.65,0.35,0.67,0.35,0.78,0.35,0.87,0.39,0.65,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.35,0.46,0.38,0.46,stand
0.37,0.46,0.37,0.52,0.34,0.52,0.34,0.61,0.34,0.65,0.4,0.52,0.4,0.61,0.4,0.65,0.35,0.67,0.35,0.78,0.35,0.87,0.39,0.65,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.35,0.46,0.38,0.46,stand
0.37,0.46,0.37,0.52,0.34,0.52,0.34,0.61,0.34,0.65,0.4,0.52,0.4,0.59,0.4,0.65,0.35,0.67,0.35,0.78,0.35,0.87,0.39,0.65,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.35,0.46,0.38,0.46,stand
0.37,0.46,0.37,0.52,0.34,0.52,0.34,0.61,0.34,0.67,0.4,0.52,0.4,0.61,0.4,0.65,0.35,0.67,0.35,0.78,0.35,0.87,0.39,0.67,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.35,0.46,0.38,0.46,stand
0.37,0.46,0.37,0.52,0.34,0.52,0.34,0.61,0.34,0.65,0.4,0.52,0.4,0.59,0.4,0.65,0.35,0.67,0.35,0.78,0.35,0.87,0.39,0.67,0.39,0.78,0.4,0.87,0.37,0.46,0.38,0.46,0.35,0.46,0.38,0.46,stand
